"X","Miltal","Modellår","Hästkrafter","Län","Biltyp_halvkombi","Biltyp_kombi","Biltyp_sedan","Biltyp_suv","Drivning_2","Drivning_4","Färg_blå","Färg_brun","Färg_grå","Färg_grön","Färg_gul","Färg_ljusgrå","Färg_ljusgrön","Färg_mörkblå","Färg_mörkgrå","Färg_mörkgrön","Färg_orange","Färg_röd","Färg_silver","Färg_svart","Färg_vit","Pris..Y.","Märkell"
375,6391,2019,170,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,203900,"bmw_i3"
376,5789,2019,184,"stockholm",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,219900,"bmw_i3s"
377,4690,2020,184,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224900,"bmw_i3s"
378,6946,2018,184,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,183900,"bmw_i3s"
379,5881,2019,184,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,235900,"bmw_i3s"
380,1479,2022,170,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,261900,"bmw_i3"
381,4595,2020,184,"stockholm",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244900,"bmw_i3"
382,5921,2018,184,"stockholm",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219800,"bmw_i3s"
383,2018,2022,184,"stockholm",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292900,"bmw_i3s"
384,2189,2022,184,"stockholm",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,272900,"bmw_i3"
385,5502,2017,170,"västra götaland",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,204800,"bmw_i3"
386,9096,2015,170,"skåne",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149800,"bmw_i3"
387,3190,2023,340,"jönköping",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,599800,"bmw_i4"
388,2990,2020,170,"jönköping",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224900,"bmw_i3"
389,1449,2023,272,"kalmar",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,589900,"bmw_ix1"
390,2778,2022,327,"kalmar",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,759900,"bmw_ix"
391,3150,2021,286,"kalmar",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,559900,"bmw_ix3"
392,3133,2020,170,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228900,"bmw_i3"
393,6224,2018,184,"skåne",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,209800,"bmw_i3s"
394,1700,2021,184,"södermanland",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,309900,"bmw_i3s"
395,9668,2018,170,"västernorrland",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179900,"bmw_i3"
396,750,2024,272,"kalmar",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,699800,"bmw_ix1"
397,890,2024,306,"blekinge",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,719800,"bmw_ix2"
398,3940,2020,170,"jönköping",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219900,"bmw_i3"
399,12220,2020,286,"jönköping",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,439900,"bmw_ix3"
400,3865,2022,327,"kalmar",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,649800,"bmw_ix"
401,6500,2022,327,"kalmar",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,629800,"bmw_ix"
402,3555,2018,170,"västmanland",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,208900,"bmw_i3"
403,5918,2021,184,"stockholm",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234900,"bmw_i3s"
404,2696,2021,184,"kalmar",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,369900,"bmw_i3s"
405,2231,2021,184,"västra götaland",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,329900,"bmw_i3s"
406,2082,2021,184,"kalmar",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,289800,"bmw_i3s"
407,4545,2022,327,"blekinge",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,697000,"bmw_ix"
408,2651,2022,170,"östergötland",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,288900,"bmw_i3"
409,775,2024,340,"västra götaland",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,678900,"bmw_i4"
